P235699,P235620,Physical,0.140612982.
P235265,P235621,Physical,-0.126193636.
P236683,P235624,Physical,0.182125492.
P235138,P235624,Physical,0.497548684.
P234763,P235624,Physical,-0.035975335.
P238117,P235624,Physical,0.032440557.
P235469,P235624,Physical,0.544827241.
P234983,P235626,Genetic,-0.345426138.
P237228,P235626,Genetic,0.778151653.
P235187,P235631,Genetic-Physical,0.966896091.
P234553,P235632,Genetic,0.865742582.
P235301,P235632,Physical,0.609715061.
P235687,P235632,Physical,?.
P235856,P235632,Genetic,0.584223416.
P235407,P235632,Physical,0.962220218.
P234779,P235632,Genetic,?.
P235766,P235632,Genetic,0.728917501.
P234392,P235632,Genetic,0.769963486.
P234572,P235632,Genetic,0.75631333.
P234732,P235632,Genetic-Physical,0.593515711.
P238637,P235637,Physical,0.456974023.
P235329,P235637,Physical,0.531067024.
P234581,P236325,Genetic,?.
P235621,P235639,Physical,0.668639075.
P239467,P235639,Physical,-0.483302361.
P235550,P235639,Physical,-0.589151831.
P238704,P235639,Physical,-0.325546482.
P235265,P235639,Physical,-0.618648892.
P235580,P236280,Physical,0.342639674.
P235603,P236280,Physical,0.240096327.
P235578,P236280,Physical,0.230581434.
P235648,P235648,Physical,1
P236111,P235648,Physical,0.48536249.
P235181,P235649,Physical,0.690967678.
P236576,P235649,Physical,0.317946182.
P239266,P235652,Physical,0.71318708.
P237391,P235652,Physical,0.964089932.
P234933,P235652,Physical,-0.672788843.
P235844,P235653,Physical,?.
P234666,P235655,Genetic,0.800575117.
P234763,P235655,Genetic,0.470959973.
P234772,P235655,Genetic,-0.451020835.
P235733,P235664,Physical,0.782093536.
P235625,P235664,Physical,-0.118492101.
P235832,P235664,Physical,0.012051477.
P235574,P235677,Genetic,0.670995274.
P235607,P236210,Genetic,0.286515427.
P235043,P235680,Physical,0.34563442.
P234108,P235680,Physical,0.739646085.
P235687,P235687,Physical,?.
P235301,P235687,Physical,?.
P234975,P235688,Physical,0.595014436.
P235690,P235690,Physical,1
P235741,P235690,Physical,0.686573211.
P235143,P235690,Physical,0.751685619.
P235327,P235692,Genetic,0.459036101.
P235344,P235692,Physical,0.699791796.
P239010,P235697,Genetic,0.600499074.
P239266,P235697,Physical,0.676839746.
P240065,P235697,Physical,0.798781556.
P235568,P235697,Genetic,0.806663431.
P238704,P235701,Physical,-0.33833498.
P235701,P235701,Physical,1
P235815,P235701,Genetic-Physical,0.696997304.
P235336,P235701,Physical,0.69863206.
P239467,P235701,Genetic,-0.430351878.
P235257,P235701,Genetic-Physical,-0.426854175.
P235550,P235701,Physical,-0.66749142.
P235136,P236167,Physical,0.298780907.
P238191,P235706,Genetic,0.495625085.
P235243,P235711,Genetic,-0.02250644.
P235344,P235712,Genetic,0.485897277.
P235692,P235712,Genetic,0.685858959.
P235866,P235715,Physical,0.95660955.
P235749,P235715,Physical,0.949912843.
P235718,P235718,Physical,1
P235607,P235723,Physical,0.200754151.
P235832,P235723,Physical,0.592261408.
P235820,P235723,Physical,0.928329164.
P235597,P235728,Physical,0.48618531.
P235239,P235728,Physical,0.642642829.
P235281,P235728,Physical,0.150433403.
P235729,P235729,Physical,1
P235625,P235733,Physical,0.073936815.
P235287,P235735,Physical,0.727603132.
P235417,P235735,Physical,0.365180925.
P235439,P235735,Physical,0.317403512.
P235250,P235735,Physical,0.666392792.
P235278,P235735,Physical,0.710467613.
P235131,P235735,Physical,-0.023243041.
P235143,P235741,Physical,0.846933408.
P235741,P235741,Physical,1
P238024,P236147,Physical,-0.580845456.
P235400,P235754,Physical,-0.051075603.
P235922,P235759,Genetic,?.
P235821,P235759,Genetic,0.779728843.
P235726,P235759,Physical,0.461798578.
P235408,P235759,Genetic-Physical,0.38663859.
P235184,P235762,Physical,0.590996065.
P235717,P235762,Genetic-Physical,-0.707244656.
P235810,P235762,Physical,0.812588177.
P235762,P235762,Physical,1
P234935,P235763,Physical,0.124463385.
P235243,P235763,Genetic,0.543045961.
P240400,P235763,Physical,0.881404827.
P234413,P235763,Physical,0.220070971.
P234936,P235763,Physical,0.466474583.
P234535,P235763,Physical,0.125347007.
P235759,P235765,Physical,-0.720582088.
P235271,P235766,Genetic-Physical,0.436895506.
P235477,P235766,Physical,0.497132475.
P236954,P235769,Physical,-0.294382294.
P235277,P235769,Genetic,-0.183889069.
P235348,P235780,Physical,-0.851729394.
P239976,P235780,Physical,0.846469013.
P235559,P235780,Physical,-0.550312955.
P239804,P235780,Physical,0.9393732.
P235439,P235780,Genetic,0.187537558.
P234954,P235780,Genetic,0.913865546.
P235277,P235781,Genetic,0.047148343.
P234197,P235781,Genetic,0.236679188.
P235242,P235781,Genetic,-0.454826383.
P235781,P235781,Physical,1
P235835,P235781,Genetic,0.854581177.
P235866,P235782,Physical,0.88100591.
P235749,P235782,Physical,0.886005312.
P235129,P235785,Genetic,0.532955317.
P235872,P235788,Genetic,0.616339766.
P235597,P235788,Genetic,0.751365722.
P235677,P235793,Physical,0.946637914.
P235105,P235793,Physical,0.692428906.
P235529,P235796,Physical,0.632656896.
P235213,P235801,Genetic-Physical,0.352332665.
P234103,P235801,Genetic,0.456662382.
P237630,P235802,Genetic,-0.021911329.
P234265,P235803,Genetic,0.445403553.
P235243,P235803,Genetic,0.032769095.
P235717,P235810,Physical,-0.219634711.
P235189,P236022,Physical,0.259940095.
P235530,P235826,Physical,-0.304665304.
P236702,P235827,Physical,0.678607255.
P235297,P235827,Physical,0.842215538.
P240065,P235830,Physical,0.265669513.
P239266,P235830,Physical,0.698222253.
P237391,P235830,Physical,0.568635414.
P239428,P235830,Physical,0.483882289.
P234197,P235830,Genetic,0.266503991.
P235617,P235832,Physical,0.656939742.
P235142,P235833,Physical,0.286358614.
P235293,P235834,Physical,0.567592027.
P235261,P235834,Physical,?.
P235239,P235834,Physical,0.064862323.
P235165,P235834,Physical,0.712027837.
P235597,P235834,Genetic-Physical,0.522471503.
P235728,P235834,Physical,0.747913236.
P235281,P235834,Physical,0.438751587.
P237203,P235835,Physical,0.029493633.
P236111,P235835,Physical,0.769438112.
P238637,P235843,Physical,0.421137886.
P235329,P235843,Physical,0.515465562.
P235012,P235846,Genetic,-0.025039646.
P235332,P235846,Physical,0.644203775.
P235442,P235846,Genetic,0.760449477.
P237391,P235846,Physical,0.279396193.
P235278,P235846,Genetic,0.664244557.
P235407,P235856,Genetic,0.695858846.
P239341,P235856,Genetic,-0.292237453.
P235294,P235930,Genetic-Physical,0.880739624.
P235539,P235930,Genetic,-0.34342099.
P234935,P235859,Physical,-0.00360252.
P238061,P235862,Physical,0.19928019.
P235099,P235862,Genetic,0.104828044.
P234444,P235865,Physical,0.272373818.
P234085,P235865,Physical,-0.108075014.
P235573,P235865,Physical,0.758813463.
P235749,P235866,Physical,0.988432265.
P235756,P235866,Physical,0.938279092.
P235866,P235866,Physical,1
P234715,P235874,Genetic,0.373344426.
P234914,P235874,Genetic,0.744300229.
P234505,P235874,Genetic,0.545900812.
P235490,P235874,Physical,-0.046902044.
P235780,P235874,Genetic,0.487390318.
P235439,P235874,Genetic,0.886806914.
P238567,P235874,Physical,0.642485177.
P239628,P235874,Physical,-0.584873248.
P235699,P235881,Physical,0.669701493.
P235620,P235881,Physical,0.030145906.
P235885,P235885,Physical,1
P235626,P235912,Genetic,0.253078118.
P234983,P235912,Genetic,0.519144658.
P235835,P235912,Genetic,0.21693664.
P234334,P235892,Genetic,-0.128716897.
P234839,P235892,Physical,0.743719262.
P237630,P235899,Genetic,-0.21443642.
